Locacion,Codigo,NombreCliente,Ciudad,Ruta
I3,278234,Cliente0000169,ICA,117
I3,278244,Cliente0000170,ICA,117
I3,278328,Cliente0000171,ICA,123
I3,278334,Cliente0000172,ICA,900
I3,278336,Cliente0000173,ICA,123
I3,278340,Cliente0000174,ICA,141
I3,278351,Cliente0000175,ICA,123
I3,278353,Cliente0000176,ICA,116
I3,278430,Cliente0000177,ICA,112
I3,278458,Cliente0000178,ICA,112
I3,278480,Cliente0000179,ICA,116
I3,278499,Cliente0000180,ICA,116
I3,278511,Cliente0000181,ICA,118
I3,278513,Cliente0000182,ICA,118
I3,278617,Cliente0000183,ICA,121
I3,278630,Cliente0000184,ICA,125
I3,278633,Cliente0000185,ICA,122
I3,278660,Cliente0000186,ICA,112
I3,278788,Cliente0000187,ICA,109
I3,278955,Cliente0000188,ICA,121
I3,279103,Cliente0000189,ICA,115
I3,279116,Cliente0000190,ICA,117
I3,279397,Cliente0000191,ICA,113
I3,279428,Cliente0000192,ICA,129
I3,279436,Cliente0000193,ICA,126
I3,279443,Cliente0000194,ICA,118
I3,279518,Cliente0000195,ICA,123
I3,279519,Cliente0000196,ICA,132
I3,279688,Cliente0000197,ICA,109
I3,279697,Cliente0000198,ICA,113
I3,279706,Cliente0000199,ICA,101
I3,279825,Cliente0000200,ICA,106
I3,279866,Cliente0000201,ICA,105
I3,279876,Cliente0000202,ICA,116
I3,279939,Cliente0000203,ICA,120
I3,279948,Cliente0000204,ICA,105
I3,280176,Cliente0000205,ICA,107
I3,280213,Cliente0000206,ICA,102
I3,280239,Cliente0000207,ICA,140
I3,280240,Cliente0000208,ICA,140
I3,280460,Cliente0000209,ICA,141
I3,280611,Cliente0000210,ICA,107
I3,280700,Cliente0000211,ICA,108
I3,280701,Cliente0000212,ICA,115
I3,280717,Cliente0000213,ICA,118
I3,281191,Cliente0000214,ICA,108
I3,282372,Cliente0000215,ICA,124
I3,282384,Cliente0000216,ICA,106
I3,282386,Cliente0000217,ICA,106
I3,282388,Cliente0000218,ICA,106
I3,282396,Cliente0000219,ICA,105
I3,282727,Cliente0000220,ICA,114
I3,282748,Cliente0000221,ICA,129
I3,282751,Cliente0000222,ICA,129
I3,282755,Cliente0000223,ICA,127
I3,282918,Cliente0000224,ICA,140
I3,283287,Cliente0000225,ICA,104
I3,283402,Cliente0000226,ICA,109
I3,303586,Cliente0000227,ICA,129
I3,303777,Cliente0000228,ICA,112
I3,303838,Cliente0000229,ICA,111
I3,303899,Cliente0000230,ICA,113
I3,304220,Cliente0000231,ICA,118
I3,304233,Cliente0000232,ICA,122
I3,304799,Cliente0000233,ICA,108
I3,305248,Cliente0000234,ICA,114
I3,305735,Cliente0000235,ICA,105
I3,306110,Cliente0000236,ICA,126
I3,306505,Cliente0000237,ICA,104
I3,306519,Cliente0000238,ICA,113
I3,306597,Cliente0000239,ICA,126
I3,306934,Cliente0000240,ICA,114
I3,307055,Cliente0000241,ICA,141
I3,307057,Cliente0000242,ICA,121
I3,307447,Cliente0000243,ICA,127
I3,307580,Cliente0000244,ICA,116
I3,307686,Cliente0000245,ICA,129
I3,307895,Cliente0000246,ICA,140
I3,307972,Cliente0000247,ICA,118
I3,348748,Cliente0000248,ICA,110
I3,350164,Cliente0000249,ICA,900
I3,351493,Cliente0000250,ICA,126
I3,353812,Cliente0000251,ICA,113
I3,358882,Cliente0000252,ICA,117
I3,358884,Cliente0000253,ICA,140
I3,370589,Cliente0000254,ICA,127
I3,373076,Cliente0000255,ICA,126
I3,422513,Cliente0000256,ICA,110
I3,440615,Cliente0000257,ICA,119
I3,451056,Cliente0000258,ICA,106
I3,451097,Cliente0000259,ICA,123
I3,451154,Cliente0000260,ICA,121
I3,451157,Cliente0000261,ICA,119
I3,451468,Cliente0000262,ICA,113
I3,451471,Cliente0000263,ICA,113
I3,451526,Cliente0000264,ICA,127
I3,451528,Cliente0000265,ICA,128
I3,451803,Cliente0000266,ICA,109
I3,452034,Cliente0000267,ICA,109
I3,452078,Cliente0000268,ICA,128
I3,452079,Cliente0000269,ICA,109
I3,452093,Cliente0000270,ICA,102
I3,452104,Cliente0000271,ICA,141
I3,453813,Cliente0000272,ICA,115
I3,453992,Cliente0000273,ICA,115
I3,453993,Cliente0000274,ICA,115
I3,454003,Cliente0000275,ICA,117
I3,454320,Cliente0000276,ICA,141
I3,454321,Cliente0000277,ICA,122
I3,454328,Cliente0000278,ICA,141
I3,454333,Cliente0000279,ICA,101
I3,454335,Cliente0000280,ICA,101
I3,454336,Cliente0000281,ICA,101
I3,454337,Cliente0000282,ICA,101
I3,454338,Cliente0000283,ICA,101
I3,454345,Cliente0000284,ICA,129
I3,454350,Cliente0000285,ICA,140
I3,454353,Cliente0000286,ICA,129
I3,454355,Cliente0000287,ICA,120
I3,454362,Cliente0000288,ICA,125
I3,454552,Cliente0000289,ICA,107
I3,454556,Cliente0000290,ICA,125
I3,454557,Cliente0000291,ICA,125
I3,454561,Cliente0000292,ICA,122
I3,454569,Cliente0000293,ICA,125
I3,454572,Cliente0000294,ICA,125
I3,454575,Cliente0000295,ICA,125
I3,454579,Cliente0000296,ICA,122
I3,454581,Cliente0000297,ICA,122
I3,454583,Cliente0000298,ICA,103
I3,454586,Cliente0000299,ICA,103
I3,454589,Cliente0000300,ICA,103
I3,454591,Cliente0000301,ICA,103
I3,454604,Cliente0000302,ICA,104
I3,455387,Cliente0000303,ICA,115
I3,455389,Cliente0000304,ICA,128
I3,455390,Cliente0000305,ICA,112
I3,455395,Cliente0000306,ICA,105
I3,455404,Cliente0000307,ICA,104
I3,455427,Cliente0000308,ICA,118
I3,456420,Cliente0000309,ICA,103
I3,456488,Cliente0000310,ICA,112
I3,456860,Cliente0000311,ICA,122
I3,456861,Cliente0000312,ICA,103
I3,456872,Cliente0000313,ICA,118
I3,456877,Cliente0000314,ICA,110
I3,456878,Cliente0000315,ICA,115
I3,456886,Cliente0000316,ICA,110
I3,456887,Cliente0000317,ICA,128
I3,456888,Cliente0000318,ICA,121
I3,456889,Cliente0000319,ICA,115
I3,456892,Cliente0000320,ICA,115
I3,456901,Cliente0000321,ICA,128
I3,456908,Cliente0000322,ICA,122
I3,456918,Cliente0000323,ICA,123
I3,456923,Cliente0000324,ICA,110
I3,457023,Cliente0000325,ICA,103
I3,457805,Cliente0000326,ICA,126
I3,458621,Cliente0000327,ICA,900
I3,458623,Cliente0000328,ICA,140
I3,458626,Cliente0000329,ICA,104
I3,458628,Cliente0000330,ICA,101
I3,458629,Cliente0000331,ICA,101
I3,458630,Cliente0000332,ICA,102
I3,459017,Cliente0000333,ICA,110
I3,460538,Cliente0000334,ICA,120
I3,464108,Cliente0000335,ICA,129
I3,464972,Cliente0000336,ICA,132
I3,464973,Cliente0000337,ICA,117
I3,464978,Cliente0000338,ICA,129
I3,468778,Cliente0000339,ICA,900
I3,473143,Cliente0000340,ICA,140
I3,473144,Cliente0000341,ICA,122
I3,476111,Cliente0000342,ICA,114
I3,484851,Cliente0000343,ICA,110
I3,484864,Cliente0000344,ICA,123
I3,484868,Cliente0000345,ICA,127
I3,485916,Cliente0000346,ICA,101
I3,485918,Cliente0000347,ICA,121
I3,485920,Cliente0000348,ICA,117
I3,485924,Cliente0000349,ICA,140
I3,485926,Cliente0000350,ICA,106
I3,494994,Cliente0000351,ICA,107
I3,494995,Cliente0000352,ICA,107
I3,495000,Cliente0000353,ICA,107
I3,495002,Cliente0000354,ICA,107
I3,501404,Cliente0000355,ICA,124
I3,501424,Cliente0000356,ICA,114
I3,501425,Cliente0000357,ICA,106
I3,501441,Cliente0000358,ICA,117
I3,501444,Cliente0000359,ICA,140
I3,501448,Cliente0000360,ICA,129
I3,501449,Cliente0000361,ICA,128
I3,501756,Cliente0000362,ICA,140
I3,501761,Cliente0000363,ICA,118
I3,502379,Cliente0000364,ICA,124
I3,503519,Cliente0000365,ICA,111
I3,503525,Cliente0000366,ICA,104
I3,503527,Cliente0000367,ICA,111
I3,503578,Cliente0000368,ICA,110
I3,503583,Cliente0000369,ICA,128
I3,503595,Cliente0000370,ICA,126
I3,503596,Cliente0000371,ICA,115
I3,513546,Cliente0000372,ICA,102
I3,529010,Cliente0000373,ICA,125
I3,529014,Cliente0000374,ICA,112
I3,535607,Cliente0000375,ICA,128
I3,535610,Cliente0000376,ICA,128
I3,535613,Cliente0000377,ICA,127
I3,535620,Cliente0000378,ICA,104
I3,535624,Cliente0000379,ICA,116
I3,535625,Cliente0000380,ICA,123
I3,535627,Cliente0000381,ICA,122
I3,535631,Cliente0000382,ICA,122
I3,535633,Cliente0000383,ICA,128
I3,535635,Cliente0000384,ICA,900
I3,535638,Cliente0000385,ICA,122
I3,535639,Cliente0000386,ICA,125
I3,535641,Cliente0000387,ICA,125
I3,535643,Cliente0000388,ICA,122
I3,535645,Cliente0000389,ICA,125
I3,538847,Cliente0000390,ICA,129
I3,538856,Cliente0000391,ICA,101
I3,538857,Cliente0000392,ICA,120
I3,538864,Cliente0000393,ICA,128
I3,538865,Cliente0000394,ICA,128
I3,538867,Cliente0000395,ICA,141
I3,538868,Cliente0000396,ICA,141
I3,538871,Cliente0000397,ICA,141
I3,538882,Cliente0000398,ICA,123
I3,538883,Cliente0000399,ICA,119
I3,538889,Cliente0000400,ICA,123
I3,538891,Cliente0000401,ICA,123
I3,538895,Cliente0000402,ICA,116
I3,538904,Cliente0000403,ICA,102
I3,538909,Cliente0000404,ICA,102
I3,538914,Cliente0000405,ICA,140
I3,538922,Cliente0000406,ICA,129
I3,539011,Cliente0000407,ICA,121
I3,539022,Cliente0000408,ICA,121
I3,539033,Cliente0000409,ICA,121
I3,539071,Cliente0000410,ICA,111
I3,539074,Cliente0000411,ICA,111
I3,539075,Cliente0000412,ICA,111
I3,539225,Cliente0000413,ICA,104
I3,539282,Cliente0000414,ICA,115
I3,539288,Cliente0000415,ICA,111
I3,539293,Cliente0000416,ICA,112
I3,539295,Cliente0000417,ICA,112
I3,539304,Cliente0000418,ICA,111
I3,542881,Cliente0000419,ICA,102
I3,542972,Cliente0000420,ICA,110
I3,542974,Cliente0000421,ICA,112
I3,542980,Cliente0000422,ICA,104
I3,544214,Cliente0000423,ICA,123
I3,546306,Cliente0000424,ICA,108
I3,546376,Cliente0000425,ICA,106
I3,546381,Cliente0000426,ICA,105
I3,546383,Cliente0000427,ICA,126
I3,546621,Cliente0000428,ICA,106
I3,555595,Cliente0000429,ICA,140
I3,555597,Cliente0000430,ICA,118
I3,555601,Cliente0000431,ICA,141
I3,555621,Cliente0000432,ICA,102
I3,555622,Cliente0000433,ICA,112
I3,555803,Cliente0000434,ICA,110
I3,555807,Cliente0000435,ICA,107
I3,555824,Cliente0000436,ICA,123
I3,555827,Cliente0000437,ICA,121
I3,555829,Cliente0000438,ICA,113
I3,555831,Cliente0000439,ICA,102
I3,556697,Cliente0000440,ICA,112
I3,556706,Cliente0000441,ICA,117
I3,556709,Cliente0000442,ICA,113
I3,556719,Cliente0000443,ICA,127
I3,556721,Cliente0000444,ICA,122
I3,556723,Cliente0000445,ICA,107
I3,556740,Cliente0000446,ICA,129
I3,556749,Cliente0000447,ICA,126
I3,559149,Cliente0000448,ICA,117
I3,562925,Cliente0000449,ICA,900
I3,569749,Cliente0000450,ICA,103
I3,571273,Cliente0000451,ICA,101
I3,571343,Cliente0000452,ICA,105
I3,571433,Cliente0000453,ICA,118
I3,571682,Cliente0000454,ICA,110
I3,571701,Cliente0000455,ICA,120
I3,571815,Cliente0000456,ICA,107
I3,571821,Cliente0000457,ICA,103
I3,571888,Cliente0000458,ICA,104
I3,571889,Cliente0000459,ICA,104
I3,572571,Cliente0000460,ICA,121
I3,572574,Cliente0000461,ICA,117
I3,574560,Cliente0000462,ICA,132
I3,579283,Cliente0000463,ICA,129
I3,579359,Cliente0000464,ICA,116
I3,579370,Cliente0000465,ICA,140
I3,579372,Cliente0000466,ICA,140
I3,579373,Cliente0000467,ICA,103
I3,579377,Cliente0000468,ICA,123
I3,579398,Cliente0000469,ICA,128
I3,579466,Cliente0000470,ICA,116
I3,579467,Cliente0000471,ICA,116
I3,579469,Cliente0000472,ICA,105
I3,579472,Cliente0000473,ICA,129
I3,579473,Cliente0000474,ICA,129
I3,579476,Cliente0000475,ICA,114
I3,579804,Cliente0000476,ICA,111
I3,579805,Cliente0000477,ICA,115
I3,579806,Cliente0000478,ICA,123
I3,579811,Cliente0000479,ICA,107
I3,579843,Cliente0000480,ICA,109
I3,579844,Cliente0000481,ICA,105
I3,579855,Cliente0000482,ICA,127
I3,581236,Cliente0000483,ICA,112
I3,581237,Cliente0000484,ICA,117
I3,583864,Cliente0000485,ICA,114
I3,583865,Cliente0000486,ICA,114
I3,584556,Cliente0000487,ICA,102
I3,585759,Cliente0000488,ICA,126
I3,587539,Cliente0000489,ICA,132
I3,587541,Cliente0000490,ICA,124
I3,587556,Cliente0000491,ICA,117
I3,587578,Cliente0000492,ICA,126
I3,587579,Cliente0000493,ICA,121
I3,594467,Cliente0000494,ICA,111
I3,594476,Cliente0000495,ICA,111
I3,602642,Cliente0000496,ICA,126
I3,603342,Cliente0000497,ICA,123
I3,603343,Cliente0000498,ICA,116
I3,604144,Cliente0000499,ICA,124
I3,606248,Cliente0000500,ICA,117
I3,608045,Cliente0000501,ICA,116
I3,610793,Cliente0000502,ICA,128
I3,611401,Cliente0000503,ICA,111
I3,611455,Cliente0000504,ICA,141
I3,611459,Cliente0000505,ICA,140
I3,611460,Cliente0000506,ICA,105
I3,611461,Cliente0000507,ICA,115
I3,615425,Cliente0000508,ICA,102
I3,615447,Cliente0000509,ICA,114
I3,615450,Cliente0000510,ICA,132
I3,615455,Cliente0000511,ICA,109
I3,615457,Cliente0000512,ICA,126
I3,615801,Cliente0000513,ICA,114
I3,615802,Cliente0000514,ICA,122
I3,615815,Cliente0000515,ICA,121
I3,615947,Cliente0000516,ICA,114
I3,615978,Cliente0000517,ICA,128
I3,615979,Cliente0000518,ICA,118
I3,616168,Cliente0000519,ICA,115
I3,616170,Cliente0000520,ICA,115
I3,616171,Cliente0000521,ICA,115
I3,616177,Cliente0000522,ICA,115
I3,616179,Cliente0000523,ICA,115
I3,616181,Cliente0000524,ICA,115
I3,616182,Cliente0000525,ICA,115
I3,616185,Cliente0000526,ICA,115
I3,616186,Cliente0000527,ICA,115
I3,616188,Cliente0000528,ICA,114
I3,616189,Cliente0000529,ICA,114
I3,616191,Cliente0000530,ICA,114
I3,616192,Cliente0000531,ICA,115
I3,616193,Cliente0000532,ICA,122
I3,616196,Cliente0000533,ICA,121
I3,616207,Cliente0000534,ICA,900
I3,616269,Cliente0000535,ICA,104
I3,616270,Cliente0000536,ICA,125
I3,616272,Cliente0000537,ICA,115
I3,616369,Cliente0000538,ICA,120
I3,616379,Cliente0000539,ICA,120
I3,617870,Cliente0000540,ICA,112
I3,618402,Cliente0000541,ICA,123
I3,618405,Cliente0000542,ICA,123
I3,618483,Cliente0000543,ICA,105
I3,618489,Cliente0000544,ICA,115
I3,618493,Cliente0000545,ICA,124
I3,618539,Cliente0000546,ICA,112
I3,618668,Cliente0000547,ICA,123
I3,618729,Cliente0000548,ICA,132
I3,618794,Cliente0000549,ICA,102
I3,619074,Cliente0000550,ICA,140
I3,619847,Cliente0000551,ICA,104
I3,619848,Cliente0000552,ICA,106
I3,620175,Cliente0000553,ICA,117
I3,620176,Cliente0000554,ICA,129
I3,620236,Cliente0000555,ICA,103
I3,620238,Cliente0000556,ICA,103
I3,620243,Cliente0000557,ICA,102
I3,620246,Cliente0000558,ICA,102
I3,620248,Cliente0000559,ICA,103
I3,620561,Cliente0000560,ICA,106
I3,620565,Cliente0000561,ICA,128
I3,620998,Cliente0000562,ICA,105
I3,621000,Cliente0000563,ICA,106
I3,621001,Cliente0000564,ICA,106
I3,621608,Cliente0000565,ICA,112
I3,621725,Cliente0000566,ICA,128
I3,622607,Cliente0000567,ICA,141
I3,622610,Cliente0000568,ICA,141
I3,622612,Cliente0000569,ICA,140
I3,622613,Cliente0000570,ICA,120
I3,622615,Cliente0000571,ICA,120
I3,622616,Cliente0000572,ICA,120
I3,622617,Cliente0000573,ICA,108
I3,622618,Cliente0000574,ICA,117
I3,622651,Cliente0000575,ICA,126
I3,622654,Cliente0000576,ICA,125
I3,622655,Cliente0000577,ICA,125
I3,622659,Cliente0000578,ICA,129
I3,622665,Cliente0000579,ICA,119
I3,622675,Cliente0000580,ICA,120
I3,622680,Cliente0000581,ICA,120
I3,622755,Cliente0000582,ICA,126
I3,622756,Cliente0000583,ICA,126
I3,622762,Cliente0000584,ICA,126
I3,622777,Cliente0000585,ICA,106
I3,622778,Cliente0000586,ICA,123
I3,622792,Cliente0000587,ICA,115
I3,622795,Cliente0000588,ICA,115
I3,622804,Cliente0000589,ICA,114
I3,622806,Cliente0000590,ICA,103
I3,622810,Cliente0000591,ICA,103
I3,622811,Cliente0000592,ICA,104
I3,622816,Cliente0000593,ICA,104
I3,622823,Cliente0000594,ICA,112
I3,622947,Cliente0000595,ICA,121
I3,622958,Cliente0000596,ICA,113
I3,622964,Cliente0000597,ICA,123
I3,622970,Cliente0000598,ICA,112
I3,622972,Cliente0000599,ICA,106
I3,623024,Cliente0000600,ICA,118
I3,623143,Cliente0000601,ICA,117
I3,623621,Cliente0000602,ICA,124
I3,623682,Cliente0000603,ICA,112
I3,623689,Cliente0000604,ICA,118
I3,623693,Cliente0000605,ICA,140
I3,623694,Cliente0000606,ICA,140
I3,623760,Cliente0000607,ICA,111
I3,623892,Cliente0000608,ICA,109
I3,623899,Cliente0000609,ICA,104
I3,623904,Cliente0000610,ICA,104
I3,623908,Cliente0000611,ICA,102
I3,623914,Cliente0000612,ICA,117
I3,623918,Cliente0000613,ICA,126
I3,624009,Cliente0000614,ICA,101
I3,624014,Cliente0000615,ICA,101
I3,624018,Cliente0000616,ICA,101
I3,624020,Cliente0000617,ICA,101
I3,624021,Cliente0000618,ICA,900
I3,624024,Cliente0000619,ICA,102
I3,624164,Cliente0000620,ICA,114
I3,624167,Cliente0000621,ICA,128
I3,624629,Cliente0000622,ICA,125
I3,624632,Cliente0000623,ICA,115
I3,624895,Cliente0000624,ICA,119
I3,624896,Cliente0000625,ICA,900
I3,624897,Cliente0000626,ICA,140
I3,625198,Cliente0000627,ICA,124
I3,625202,Cliente0000628,ICA,119
I3,625204,Cliente0000629,ICA,118
I3,625205,Cliente0000630,ICA,119
I3,625207,Cliente0000631,ICA,120
I3,625209,Cliente0000632,ICA,121
I3,625215,Cliente0000633,ICA,109
I3,625217,Cliente0000634,ICA,141
I3,625341,Cliente0000635,ICA,123
I3,625516,Cliente0000636,ICA,125
I3,625521,Cliente0000637,ICA,127
I3,625690,Cliente0000638,ICA,103
I3,625696,Cliente0000639,ICA,111
I3,625745,Cliente0000640,ICA,126
I3,625752,Cliente0000641,ICA,124
I3,625753,Cliente0000642,ICA,129
I3,625887,Cliente0000643,ICA,140
I3,625891,Cliente0000644,ICA,116
I3,625954,Cliente0000645,ICA,127
I3,626102,Cliente0000646,ICA,107
I3,626119,Cliente0000647,ICA,102
I3,626121,Cliente0000648,ICA,120
I3,626129,Cliente0000649,ICA,121
I3,626131,Cliente0000650,ICA,119
I3,626260,Cliente0000651,ICA,115
I3,626261,Cliente0000652,ICA,109
I3,626316,Cliente0000653,ICA,900
I3,626319,Cliente0000654,ICA,127
I3,627174,Cliente0000655,ICA,116
I3,627425,Cliente0000656,ICA,116
I3,627428,Cliente0000657,ICA,118
I3,627655,Cliente0000658,ICA,140
I3,627663,Cliente0000659,ICA,116
I3,627748,Cliente0000660,ICA,114
I3,627750,Cliente0000661,ICA,119
I3,627751,Cliente0000662,ICA,119
I3,627752,Cliente0000663,ICA,120
I3,627753,Cliente0000664,ICA,119
I3,627754,Cliente0000665,ICA,119
I3,627758,Cliente0000666,ICA,129
I3,627880,Cliente0000667,ICA,900
I3,627881,Cliente0000668,ICA,106
I3,628046,Cliente0000669,ICA,124
I3,628048,Cliente0000670,ICA,126
I3,628052,Cliente0000671,ICA,122
I3,628057,Cliente0000672,ICA,128
I3,628204,Cliente0000673,ICA,112
I3,628206,Cliente0000674,ICA,116
I3,628208,Cliente0000675,ICA,116
I3,628221,Cliente0000676,ICA,101
I3,628320,Cliente0000677,ICA,124
I3,628378,Cliente0000678,ICA,124
I3,628389,Cliente0000679,ICA,114
I3,628390,Cliente0000680,ICA,118
I3,628614,Cliente0000681,ICA,117
I3,628615,Cliente0000682,ICA,127
I3,628780,Cliente0000683,ICA,122
I3,628781,Cliente0000684,ICA,900
I3,628783,Cliente0000685,ICA,125
I3,628786,Cliente0000686,ICA,103
I3,628787,Cliente0000687,ICA,123
I3,628790,Cliente0000688,ICA,103
I3,628799,Cliente0000689,ICA,129
I3,628806,Cliente0000690,ICA,129
I3,628844,Cliente0000691,ICA,140
I3,628872,Cliente0000692,ICA,102
I3,628879,Cliente0000693,ICA,900
I3,628882,Cliente0000694,ICA,119
I3,628893,Cliente0000695,ICA,116
I3,628894,Cliente0000696,ICA,118
I3,629194,Cliente0000697,ICA,110
